"","RentRs","RentUSD","Posted.On","BHK","Size","Floor","Apt.Floor","Total.Floor","Area.Type","Area.Locality","City","Furnishing.Status","Tenant.Preferred","Bathroom","Point.of.Contact","Month.Num","Month"
"1983",16000,192,2022-06-27,2,850,"Ground out of 3",1,3,"Super Area","Thambuchetty Palya","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"1984",12000,144,2022-07-05,1,400,"3 out of 3",3,3,"Carpet Area","Pai Layout-Hulimavu, Hulimavu","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",7,"July"
"1985",75000,900,2022-07-09,3,2400,"5 out of 14",5,14,"Carpet Area","Outer Ring Road","Bangalore","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"1986",20000,240,2022-05-19,2,1200,"Ground out of 4",1,4,"Super Area","Btm Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"1987",7000,84,2022-06-20,1,500,"1 out of 2",1,2,"Super Area","Varanasi","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"1988",11000,132,2022-06-20,1,550,"Ground out of 2",1,2,"Super Area","Hebbal Kempapura","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"1989",13500,162,2022-06-11,1,450,"Ground out of 4",1,4,"Carpet Area","Nagarbhavi","Bangalore","Semi-Furnished","Bachelors",1,"Contact Owner",6,"June"
"1990",17000,204,2022-06-16,1,430,"4 out of 5",4,5,"Super Area","Garvebhavi Palya","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"1991",55000,660,2022-07-04,3,2430,"4 out of 5",4,5,"Super Area","Halasuru","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",7,"July"
"1992",13000,156,2022-05-27,1,500,"4 out of 5",4,5,"Super Area","Electronic City","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"1993",11000,132,2022-05-27,2,600,"2 out of 5",2,5,"Super Area","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"1994",16000,192,2022-05-14,2,805,"5 out of 6",5,6,"Carpet Area","Mallasandra, Jalahalli West","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"1995",23500,282,2022-05-10,2,950,"6 out of 8",6,8,"Super Area","Bilekahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"1996",8500,102,2022-05-22,2,1000,"1 out of 1",1,1,"Carpet Area","Kattigenahalli, Bellary Road","Bangalore","Unfurnished","Bachelors",2,"Contact Agent",5,"May"
"1997",30000,360,2022-05-05,3,1350,"14 out of 14",14,14,"Super Area","Mylasandra","Bangalore","Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"1998",22000,264,2022-07-02,3,1500,"2 out of 4",2,4,"Carpet Area","Rajarajeshwari Nagar","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"1999",15000,180,2022-05-12,2,1000,"1 out of 3",1,3,"Carpet Area","Ramamurthy Nagar","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",5,"May"
"2000",15000,180,2022-05-19,3,800,"Ground out of 3",1,3,"Super Area","Kithiganur","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"2001",10000,120,2022-05-19,2,1000,"Ground out of 2",1,2,"Carpet Area","Kamala Nagar","Bangalore","Unfurnished","Bachelors",1,"Contact Owner",5,"May"
"2002",12500,150,2022-06-20,2,800,"2 out of 3",2,3,"Super Area","Nagondanahalli","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2003",24000,288,2022-06-29,3,1550,"1 out of 2",1,2,"Carpet Area","Byrathi","Bangalore","Semi-Furnished","Bachelors",3,"Contact Owner",6,"June"
"2004",32000,384,2022-07-04,2,1000,"1 out of 5",1,5,"Super Area","Guttahalli","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"2005",19000,228,2022-07-04,2,800,"1 out of 4",1,4,"Super Area","whitefield","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",7,"July"
"2006",9000,108,2022-05-05,1,700,"Ground out of 4",1,4,"Super Area","Bikasipura, kanakapura Road","Bangalore","Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2007",5500,66,2022-06-20,2,500,"7 out of 10",7,10,"Super Area","Laggere","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2008",15000,180,2022-07-08,1,500,"2 out of 3",2,3,"Carpet Area","Hsr Layout Sector 3, HSR Layout","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",7,"July"
"2009",14000,168,2022-05-30,2,900,"1 out of 4",1,4,"Super Area","Seetharampalya, Hoodi","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2010",27000,324,2022-06-04,3,1200,"2 out of 3",2,3,"Super Area","Jp Nagar Phase 7, J P Nagar","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"2011",14000,168,2022-05-27,2,1000,"1 out of 2",1,2,"Super Area","Thanisandra","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2012",43000,516,2022-07-06,3,1680,"4 out of 9",4,9,"Carpet Area","Sarjapur Road","Bangalore","Unfurnished","Bachelors",3,"Contact Agent",7,"July"
"2013",30000,360,2022-06-16,2,1100,"2 out of 5",2,5,"Carpet Area","Kaggadasapura, Indira nagar","Bangalore","Semi-Furnished","Bachelors",2,"Contact Agent",6,"June"
"2014",50000,600,2022-06-30,2,1200,"1 out of 5",1,5,"Carpet Area","Lavelle Road","Bangalore","Furnished","Bachelors",1,"Contact Agent",6,"June"
"2015",15000,180,2022-06-25,1,900,"1 out of 3",1,3,"Carpet Area","Manyata Residency, Thanisandra","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2016",25000,300,2022-06-24,3,1600,"3 out of 4",3,4,"Carpet Area","Vijaya Bank Colony -Bilekahalli, Bilekahalli","Bangalore","Semi-Furnished","Bachelors",3,"Contact Agent",6,"June"
"2017",25500,306,2022-06-30,2,1475,"4 out of 9",4,9,"Carpet Area","Royal Lakefront Phase-3 North, JP Nagar Phase 8","Bangalore","Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"2018",6000,72,2022-05-14,1,300,"1 out of 2",1,2,"Super Area","Abbigere","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2019",5000,60,2022-05-14,1,400,"1 out of 2",1,2,"Super Area","Vaderahalli","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2020",10000,120,2022-05-23,1,550,"1 out of 4",1,4,"Super Area","Btm Layout","Bangalore","Semi-Furnished","Family",1,"Contact Owner",5,"May"
"2021",15000,180,2022-05-23,1,400,"1 out of 5",1,5,"Super Area","Nallurhalli, Whitefield, Borewell Road","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2022",5000,60,2022-06-04,1,500,"1 out of 2",1,2,"Super Area","T Dasarahalli","Bangalore","Unfurnished","Family",1,"Contact Owner",6,"June"
"2023",17000,204,2022-05-12,3,1200,"2 out of 2",2,2,"Super Area","Maruthi Nagar-Yelahanka, Yelahanka","Bangalore","Unfurnished","Bachelors/Family",3,"Contact Owner",5,"May"
"2024",14000,168,2022-05-23,2,1300,"2 out of 4",2,4,"Super Area","Chuchangatta Colony, J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2025",35000,420,2022-06-08,3,2100,"1 out of 2",1,2,"Super Area","Srinivaspura","Bangalore","Furnished","Bachelors/Family",3,"Contact Owner",6,"June"
"2026",35000,420,2022-05-10,2,800,"9 out of 10",9,10,"Carpet Area","Ashok Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2027",16000,192,2022-06-16,2,800,"1 out of 4",1,4,"Carpet Area","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"2028",130000,1560,2022-07-06,4,4341,"9 out of 15",9,15,"Carpet Area","Arakere","Bangalore","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"2029",35000,420,2022-06-04,2,1300,"3 out of 5",3,5,"Super Area","Jayanagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2030",10000,120,2022-06-16,1,400,"2 out of 2",2,2,"Carpet Area","Halasuru","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2031",12000,144,2022-05-19,2,800,"1 out of 3",1,3,"Super Area","Ramamurthy Nagar","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2032",10500,126,2022-06-04,2,1000,"Ground out of 3",1,3,"Super Area","Banashankari","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2033",8000,96,2022-05-27,1,400,"1 out of 5",1,5,"Super Area","Hennur, Hennur Bagalur Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2034",15000,180,2022-06-23,2,1100,"Ground out of 5",1,5,"Carpet Area","Kaggadasapura, Indira nagar","Bangalore","Semi-Furnished","Bachelors",2,"Contact Agent",6,"June"
"2035",25000,300,2022-07-06,2,1200,"4 out of 4",4,4,"Carpet Area","Hsr Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"2036",9000,108,2022-05-23,2,600,"1 out of 2",1,2,"Super Area","Mathikere","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2037",30000,360,2022-05-23,2,1700,"Ground out of 3",1,3,"Super Area","Sanjay Nagar Stage 2","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2038",22000,264,2022-06-30,2,846,"2 out of 4",2,4,"Carpet Area","Ramachandrapuram Rajajinagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2039",14000,168,2022-06-29,2,1100,"1 out of 3",1,3,"Super Area","Kyalasanahalli","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2040",12000,144,2022-07-08,2,700,"1 out of 2",1,2,"Carpet Area","Chamundeshwari Layout, Arakere","Bangalore","Semi-Furnished","Family",1,"Contact Owner",7,"July"
"2041",10000,120,2022-06-26,2,110,"1 out of 1",1,1,"Carpet Area","Kengeri","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2042",25000,300,2022-04-29,3,900,"Ground out of 1",1,1,"Super Area","Kalyan Nagar","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",4,"April"
"2043",25000,300,2022-07-07,1,420,"17 out of 18",17,18,"Carpet Area","Haralur Road","Bangalore","Semi-Furnished","Bachelors",1,"Contact Agent",7,"July"
"2044",16000,192,2022-06-20,2,800,"1 out of 4",1,4,"Super Area","J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2045",60000,720,2022-07-08,3,1500,"3 out of 4",3,4,"Carpet Area","Indira Nagar","Bangalore","Semi-Furnished","Bachelors",3,"Contact Agent",7,"July"
"2046",7000,84,2022-06-04,1,900,"3 out of 4",3,4,"Super Area","Vijayanagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2047",21000,252,2022-05-27,3,1600,"1 out of 4",1,4,"Super Area","Bilekahalli","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"2048",250000,3000,2022-05-31,4,5700,"24 out of 25",24,25,"Carpet Area","whitefield","Bangalore","Semi-Furnished","Bachelors/Family",4,"Contact Agent",5,"May"
"2049",19000,228,2022-07-09,1,625,"2 out of 4",2,4,"Carpet Area","Hsr Layout Sector 2, HSR Layout","Bangalore","Unfurnished","Bachelors",1,"Contact Agent",7,"July"
"2050",42500,510,2022-04-29,4,1760,"1 out of 4",1,4,"Carpet Area","Sun City Layout","Bangalore","Unfurnished","Bachelors/Family",3,"Contact Owner",4,"April"
"2051",11000,132,2022-05-19,2,600,"Ground out of 3",1,3,"Super Area","Nagarbhavi","Bangalore","Furnished","Bachelors",1,"Contact Owner",5,"May"
"2052",18000,216,2022-05-19,2,1200,"3 out of 4",3,4,"Super Area","Annapurneshwari Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2053",4300,51.6,2022-05-19,1,300,"2 out of 4",2,4,"Super Area","Ragavendra Nagar","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2054",9000,108,2022-06-04,2,900,"2 out of 4",2,4,"Super Area","Attiguppe","Bangalore","Furnished","Family",1,"Contact Owner",6,"June"
"2055",7000,84,2022-05-27,1,450,"1 out of 2",1,2,"Super Area","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2056",15000,180,2022-06-12,2,1050,"2 out of 2",2,2,"Carpet Area","Mcechs Layout, Jakkuru","Bangalore","Semi-Furnished","Family",2,"Contact Owner",6,"June"
"2057",4800,57.6,2022-05-07,1,580,"Ground out of 1",1,1,"Super Area","Kengeri","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2058",15000,180,2022-06-10,2,600,"Ground out of 3",1,3,"Carpet Area","Kalkere","Bangalore","Unfurnished","Bachelors",2,"Contact Owner",6,"June"
"2059",18000,216,2022-06-20,1,550,"3 out of 6",3,6,"Carpet Area","Marathahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"2060",22500,270,2022-06-20,2,1115,"1 out of 4",1,4,"Super Area","Abbiareddy Layout, Kaggadasapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2061",9500,114,2022-06-23,1,300,"2 out of 3",2,3,"Carpet Area","Yemalur","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2062",12000,144,2022-05-30,2,1200,"1 out of 3",1,3,"Carpet Area","Abbigere","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2063",9000,108,2022-07-06,1,900,"3 out of 5",3,5,"Carpet Area","Btm Layout Stage 2, BTM Layout","Bangalore","Semi-Furnished","Bachelors",1,"Contact Agent",7,"July"
"2064",25000,300,2022-05-23,3,1400,"1 out of 7",1,7,"Super Area","Kaggadasapura, Indira nagar","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"2065",9000,108,2022-05-23,1,400,"1 out of 3",1,3,"Super Area","C V Raman Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2066",11000,132,2022-05-23,2,900,"3 out of 4",3,4,"Super Area","Arakere","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2067",12500,150,2022-05-19,1,500,"Ground out of 3",1,3,"Super Area","Seshadripuram","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2068",21000,252,2022-07-05,3,1360,"1 out of 4",1,4,"Super Area","whitefield","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"2069",17681,212.172,2022-05-14,3,1110,"3 out of 5",3,5,"Super Area","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2070",28000,336,2022-05-23,3,2400,"3 out of 4",3,4,"Super Area","Virupakshapura","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Owner",5,"May"
"2071",30000,360,2022-07-06,3,1700,"19 out of 26",19,26,"Carpet Area","Kanakapura Road","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",7,"July"
"2072",25000,300,2022-06-16,2,980,"17 out of 19",17,19,"Super Area","Mysore Road","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2073",13000,156,2022-06-27,2,600,"1 out of 2",1,2,"Super Area","Ramaswami Palya kammanhalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2074",8000,96,2022-05-15,2,200,"2 out of 2",2,2,"Carpet Area","Mallathahalli, Outer Ring Road","Bangalore","Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2075",35000,420,2022-07-09,3,1300,"3 out of 4",3,4,"Carpet Area","Benson Town","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"2076",8000,96,2022-05-19,1,750,"Ground out of 3",1,3,"Super Area","K R Puram","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2077",10000,120,2022-05-19,2,850,"2 out of 4",2,4,"Super Area","Cox Town","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2078",11500,138,2022-05-19,1,600,"3 out of 4",3,4,"Super Area","J P Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2079",140000,1680,2022-07-09,4,3100,"9 out of 22",9,22,"Super Area","Dollars Colony-Rmv Extension Stage 2, RMV Extension Stage 2","Bangalore","Semi-Furnished","Bachelors/Family",4,"Contact Agent",7,"July"
"2080",6000,72,2022-06-21,2,660,"2 out of 3",2,3,"Super Area","Electronic City","Bangalore","Unfurnished","Bachelors",1,"Contact Owner",6,"June"
"2081",11000,132,2022-05-24,2,600,"1 out of 3",1,3,"Carpet Area","Battarahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2082",4000,48,2022-06-04,1,250,"2 out of 3",2,3,"Super Area","Btm Layout","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2083",14000,168,2022-05-27,2,1200,"Ground out of 2",1,2,"Super Area","Ramamurthy Nagar","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2084",24000,288,2022-07-09,2,630,"2 out of 5",2,5,"Carpet Area","Halasuru","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",7,"July"
"2085",11000,132,2022-05-23,2,840,"1 out of 3",1,3,"Super Area","Dooravani Nagar, Dooravani Nagar","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2086",10000,120,2022-05-23,2,500,"Upper Basement out of 4",-1,4,"Carpet Area","Marathahalli","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2087",62000,744,2022-05-31,3,1680,"4 out of 15",4,15,"Carpet Area","Hebbal","Bangalore","Semi-Furnished","Bachelors",3,"Contact Owner",5,"May"
"2088",12000,144,2022-06-23,2,775,"2 out of 3",2,3,"Carpet Area","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"2089",18000,216,2022-05-19,2,1000,"3 out of 4",3,4,"Super Area","Basaveshwara Layout","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2090",17500,210,2022-05-19,2,900,"Ground out of 2",1,2,"Super Area","Hebbal Kempapura","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2091",6500,78,2022-06-08,1,500,"2 out of 5",2,5,"Super Area","Aduru","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2092",16000,192,2022-06-20,1,550,"2 out of 5",2,5,"Carpet Area","Chinnapanna Halli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"2093",30000,360,2022-06-20,3,1250,"15 out of 18",15,18,"Carpet Area","Begur Road","Bangalore","Semi-Furnished","Bachelors",3,"Contact Agent",6,"June"
"2094",28000,336,2022-06-09,2,850,"2 out of 6",2,6,"Carpet Area","Nanja Reddy Colony, Jeevan Bima Nagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Agent",6,"June"
"2095",6500,78,2022-05-30,1,150,"1 out of 2",1,2,"Super Area","Subhash Nagar, Kengeri Satellite Town","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2096",9000,108,2022-06-23,1,445,"1 out of 3",1,3,"Carpet Area","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",6,"June"
"2097",8500,102,2022-07-08,2,500,"2 out of 3",2,3,"Carpet Area","Electronics City Phase 1, Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"2098",20000,240,2022-05-21,2,750,"2 out of 3",2,3,"Carpet Area","Venkateshappa Layout-Kammanahalli, Kammanahalli","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",5,"May"
"2099",26000,312,2022-07-02,3,2000,"1 out of 2",1,2,"Carpet Area","Rbi Colony-Jayanagar, Jayanagar","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",7,"July"
"2100",8000,96,2022-05-05,1,500,"1 out of 3",1,3,"Super Area","Electronic City","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2101",8500,102,2022-05-05,1,730,"2 out of 4",2,4,"Super Area","K R Puram","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2102",12500,150,2022-06-24,2,750,"1 out of 4",1,4,"Super Area","Neelasandra","Bangalore","Semi-Furnished","Bachelors/Family",2,"Contact Owner",6,"June"
"2103",8000,96,2022-06-16,1,600,"3 out of 4",3,4,"Super Area","Ramagondanahalli","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",6,"June"
"2104",52000,624,2022-07-09,3,2710,"4 out of 7",4,7,"Super Area","Thanisandra","Bangalore","Semi-Furnished","Bachelors",3,"Contact Agent",7,"July"
"2105",18000,216,2022-06-12,2,1190,"3 out of 4",3,4,"Carpet Area","Basava Nagar","Bangalore","Semi-Furnished","Bachelors",2,"Contact Owner",6,"June"
"2106",15000,180,2022-07-07,1,435,"2 out of 5",2,5,"Carpet Area","Murugeshpalya, Airport Road","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Agent",7,"July"
"2107",12000,144,2022-04-29,2,750,"1 out of 3",1,3,"Super Area","Electronics City Phase 1, Electronic City","Bangalore","Unfurnished","Bachelors/Family",2,"Contact Owner",4,"April"
"2108",100000,1200,2022-05-27,3,1800,"2 out of 4",2,4,"Carpet Area","Bilal Nagar-Sagayapura","Bangalore","Semi-Furnished","Bachelors/Family",3,"Contact Agent",5,"May"
"2109",6000,72,2022-06-14,1,1200,"3 out of 5",3,5,"Carpet Area","Lakshmipura","Bangalore","Furnished","Bachelors",1,"Contact Owner",6,"June"
"2110",12000,144,2022-05-05,2,600,"2 out of 3",2,3,"Super Area","Btm Layout","Bangalore","Semi-Furnished","Bachelors/Family",1,"Contact Owner",5,"May"
"2111",6500,78,2022-05-11,1,450,"2 out of 2",2,2,"Super Area","Mathikere","Bangalore","Unfurnished","Bachelors/Family",1,"Contact Owner",5,"May"
